nm,T
1206,0.92756689
1205,0.92754565
1204,0.92755305
1203,0.92738796
1202,0.92749599
1201,0.92746027
1200,0.92742328
1199,0.92733061
1198,0.92741901
1197,0.92751564
1196,0.92738059
1195,0.92745069
1194,0.92731411
1193,0.92722414
1192,0.92738335
1191,0.92739027
1190,0.92741988
1189,0.92761286
1188,0.92754616
1187,0.92738329
1186,0.92740906
1185,0.92729503
1184,0.92716897
1183,0.92701864
1182,0.92734532
1181,0.92742906
1180,0.9273218
1179,0.92754218
1178,0.92748073
1177,0.92734563
1176,0.92737835
1175,0.92721615
1174,0.92731618
1173,0.92740286
1172,0.92739914
1171,0.92746023
1170,0.92749859
1169,0.92747884
1168,0.92753163
1167,0.92734932
1166,0.92728451
1165,0.9273429
1164,0.92745288
1163,0.92743987
1162,0.92737802
1161,0.92731347
1160,0.92706254
1159,0.92724946
1158,0.92734878
1157,0.92714468
1156,0.92702062
1155,0.92719073
1154,0.92723634
1153,0.92716171
1152,0.92731758
1151,0.92725576
1150,0.92712558
1149,0.92700425
1148,0.92718837
1147,0.92744913
1146,0.92751968
1145,0.9272551
1144,0.92726181
1143,0.92727948
1142,0.92729496
1141,0.92711529
1140,0.92715364
1139,0.927369
1138,0.92731928
1137,0.92716294
1136,0.92702383
1135,0.92667514
1134,0.92700489
1133,0.92710319
1132,0.9271565
1131,0.92724674
1130,0.92700778
1129,0.92720903
1128,0.92712709
1127,0.92710349
1126,0.92689581
1125,0.92699214
1124,0.9272249
1123,0.92723441
1122,0.92699716
1121,0.92717384
1120,0.92723017
1119,0.9272679
1118,0.92719559
1117,0.9273619
1116,0.9269674
1115,0.92715769
1114,0.9270087
1113,0.92722921
1112,0.92707374
1111,0.92721982
1110,0.92708901
1109,0.92702733
1108,0.92711667
1107,0.92724391
1106,0.92721343
1105,0.92726464
1104,0.92722722
1103,0.92723099
1102,0.92711961
1101,0.926906
1100,0.92721247
1099,0.92694452
1098,0.92695269
1097,0.92696225
1096,0.9268427
1095,0.92711241
1094,0.92700453
1093,0.92723618
1092,0.92698513
1091,0.92703797
1090,0.92688226
1089,0.92724131
1088,0.92710513
1087,0.92688867
1086,0.92695496
1085,0.92709745
1084,0.92673437
1083,0.92689264
1082,0.92705019
1081,0.92699171
1080,0.9269608
1079,0.9268059
1078,0.9268397
1077,0.92709248
1076,0.92689409
1075,0.92702609
1074,0.92718068
1073,0.92726032
1072,0.92696357
1071,0.92731437
1070,0.92706582
1069,0.92733361
1068,0.92692973
1067,0.92708039
1066,0.92702546
1065,0.92682361
1064,0.92685017
1063,0.92701983
1062,0.92669268
1061,0.92688968
1060,0.92700608
1059,0.92694442
1058,0.92691535
1057,0.92689752
1056,0.92691558
1055,0.9269062
1054,0.9268894
1053,0.9270936
1052,0.92714042
1051,0.92693015
1050,0.92673897
1049,0.92672621
1048,0.92682463
1047,0.92677323
