nm,T
1169,0.95661838
1170,0.95669572
1171,0.95668315
1172,0.9565515
1173,0.95647189
1174,0.95665948
1175,0.95665156
1176,0.95674016
1177,0.95685418
1178,0.95674455
1179,0.95694466
1180,0.95695464
1181,0.95699577
1182,0.9568822
1183,0.95690749
1184,0.95708124
1185,0.95682837
1186,0.95683275
1187,0.95673043
1188,0.95671465
1189,0.95670509
1190,0.95651192
1191,0.95641487
1192,0.95632973
1193,0.95653707
1194,0.95668548
1195,0.95649162
1196,0.95646643
1197,0.95657351
1198,0.95681171
1199,0.95697929
1200,0.95697594
1201,0.95677053
1202,0.95687742
1203,0.95704862
1204,0.95691933
1205,0.95702086
1206,0.95710082
1207,0.95694685
1208,0.9566863
1209,0.95669885
1210,0.95675872
1211,0.95668055
1212,0.95678157
1213,0.95684247
1214,0.95688544
1215,0.95676843
1216,0.95654981
1217,0.95636335
1218,0.95660451
1219,0.9566563
1220,0.95667306
1221,0.9568944
1222,0.95706193
1223,0.95680649
1224,0.95672272
1225,0.95670662
1226,0.95678807
1227,0.95696747
1228,0.95688202
1229,0.95680516
1230,0.95689517
1231,0.95698513
1232,0.95701621
1233,0.95691831
1234,0.95704903
1235,0.95718347
1236,0.95726184
1237,0.95725367
1238,0.95699387
1239,0.95708135
1240,0.95720987
1241,0.957106
1242,0.95692394
1243,0.95690552
1244,0.9569413
1245,0.95678005
1246,0.95668377
1247,0.95683588
1248,0.95693567
1249,0.95693558
1250,0.95686452
1251,0.9568168
1252,0.95678548
1253,0.95680331
1254,0.9570802
1255,0.95704311
1256,0.95689568
1257,0.95684349
1258,0.95690374
1259,0.95731374
1260,0.95730053
1261,0.95702386
1262,0.95693347
1263,0.95705523
1264,0.95710486
1265,0.95692425
1266,0.95686392
1267,0.95698439
1268,0.95701012
1269,0.95701847
1270,0.95712687
1271,0.95706228
1272,0.95705748
1273,0.95708041
1274,0.95711791
1275,0.95715592
1276,0.95712601
1277,0.95705213
1278,0.95703782
1279,0.95691841
1280,0.95688279
1281,0.95696847
1282,0.9570549
1283,0.95715082
1284,0.95724985
1285,0.95733016
1286,0.9572408
1287,0.9570463
1288,0.95698052
1289,0.95708971
1290,0.9570693
1291,0.95694077
1292,0.95697263
1293,0.9570637
1294,0.95714189
1295,0.95732654
1296,0.95739534
1297,0.95710299
1298,0.95695668
1299,0.95727915
1300,0.95728169
1301,0.95697235
1302,0.95676498
1303,0.95690414
1304,0.95713867
1305,0.95708163
1306,0.95702977
1307,0.95707943
1308,0.95728124
1309,0.95700245
1310,0.95681559
1311,0.95690003
1312,0.95690663
1313,0.95695316
1314,0.95711374
1315,0.95716956
1316,0.95707014
1317,0.95705201
1318,0.95711906
1319,0.95706058
1320,0.95689853
1321,0.95693706
1322,0.95706395
1323,0.95705201
1324,0.95702981
1325,0.95710491
1326,0.9571172
1327,0.95705332
1328,0.9571979
1329,0.95715239
1330,0.95700194
1331,0.95680937
1332,0.95685011
1333,0.95705514
1334,0.95715106
1335,0.95703158
1336,0.95712955
1337,0.95712708
1338,0.95732828
1339,0.95739831
1340,0.95719238
1341,0.95723849
1342,0.95698393
1343,0.95691891
1344,0.95698634
1345,0.95736244
1346,0.95724076
1347,0.95704624
1348,0.95706464
1349,0.95702936
1350,0.95693479
1351,0.95705758
1352,0.95742387
1353,0.95736648
1354,0.95733411
1355,0.95717778
1356,0.95701237
1357,0.9567687
1358,0.95693882
1359,0.95699606
1360,0.95727506
1361,0.95725683
1362,0.95697426
1363,0.95681316
1364,0.95664398
1365,0.95652551
1366,0.95694785
1367,0.95705549
1368,0.95718718
1369,0.95726766
1370,0.95731518
1371,0.95714411
1372,0.95705184
1373,0.95716157
1374,0.95716043
1375,0.95726115
1376,0.95718032
1377,0.95717831
1378,0.95775785
1379,0.95751998
1380,0.9573654
1381,0.95723178
1382,0.95717183
1383,0.95725185
1384,0.95762225
1385,0.95719691
1386,0.95689897
1387,0.95708278
1388,0.95718661
1389,0.95716943
1390,0.95705692
1391,0.9573094
1392,0.95675486
1393,0.95692914
1394,0.95671388
1395,0.95698774
1396,0.95760937
1397,0.95719859
1398,0.95703803
1399,0.95709912
1400,0.95715698
1401,0.95699364
1402,0.95703009
1403,0.95718892
1404,0.95732099
1405,0.95731641
1406,0.95717456
1407,0.95707309
1408,0.95723
1409,0.95711196
1410,0.95730807
1411,0.95709758
1412,0.95719918
1413,0.95708906
1414,0.95694937
1415,0.95706873
1416,0.95697725
1417,0.95731077
1418,0.95727099
1419,0.95727345
1420,0.95700338
1421,0.95691369
1422,0.95700911
1423,0.95701336
1424,0.9572791
1425,0.95704021
1426,0.95697188
1427,0.9571028
1428,0.95693045
1429,0.95695667
1430,0.95696187
1431,0.95697649
1432,0.95722389
1433,0.95686394
1434,0.95712753
1435,0.95732612
1436,0.95730152
1437,0.9570466
1438,0.95693854
1439,0.95707157
1440,0.95724086
1441,0.95714189
1442,0.95704989
1443,0.95705518
1444,0.95699622
1445,0.95709771
1446,0.95741818
1447,0.95714389
1448,0.95704219
1449,0.95709063
1450,0.95673482
1451,0.95661332
1452,0.95696186
1453,0.95700775
1454,0.95695721
1455,0.95693612
1456,0.9568894
1457,0.95685346
1458,0.95677048
1459,0.95673667
1460,0.95664788
1461,0.95695849
1462,0.9565855
1463,0.95669372
1464,0.95659586
1465,0.95682072
1466,0.9565416
