nm,R
13583.4,0.9793455
13593.82,0.9793954
13603.63,0.9794416
13613.44,0.9794872
13623.85,0.9795348
13633.64,0.979579
13643.43,0.9796224
13653.22,0.9796651
13663.62,0.9797098
13673.39,0.9797511
13683.78,0.9797942
13693.55,0.979834
13703.31,0.9798732
13713.68,0.979914
13723.44,0.9799517
13733.19,0.9799887
13743.55,0.9800272
13753.29,0.9800627
13763.64,0.9800996
13773.37,0.9801336
13783.71,0.980169
13793.43,0.9802015
13803.16,0.9802334
13813.48,0.9802664
13823.19,0.9802967
13833.51,0.9803281
13843.21,0.9803569
13853.51,0.9803867
13863.21,0.980414
13873.5,0.9804422
13883.19,0.980468
13893.48,0.9804946
13903.15,0.9805189
13913.43,0.9805439
13923.1,0.9805666
13933.36,0.98059
13943.62,0.9806125
13953.28,0.9806329
13963.53,0.9806538
13973.18,0.9806726
13983.42,0.9806919
13993.05,0.9807092
14003.29,0.9807268
14013.52,0.9807435
14023.14,0.9807585
14033.36,0.9807736
14043.57,0.9807878
14053.18,0.9808004
14063.38,0.980813
14073.58,0.9808247
14083.18,0.980835
14093.37,0.980845
14103.55,0.9808542
14113.13,0.9808621
14123.31,0.9808696
14133.48,0.9808762
14143.05,0.9808817
14153.21,0.9808867
14163.36,0.9808908
14173.51,0.980894
14183.06,0.9808963
14193.2,0.9808978
14203.34,0.9808985
14213.47,0.9808983
14223,0.9808974
14233.12,0.9808955
14243.24,0.9808927
14253.35,0.9808891
14263.46,0.9808846
14272.96,0.9808796
14283.06,0.9808734
14293.15,0.9808664
14303.24,0.9808584
14313.32,0.9808496
14323.39,0.9808399
14332.87,0.98083
14342.94,0.9808186
14353,0.9808063
14363.06,0.9807932
14373.11,0.9807792
14383.15,0.9807643
14393.2,0.9807485
14403.23,0.9807318
14413.26,0.9807143
14423.29,0.9806959
14433.31,0.9806766
14443.33,0.9806564
14453.34,0.9806354
14463.34,0.9806135
14473.34,0.9805907
14483.34,0.980567
14493.33,0.9805424
14503.31,0.980517
14513.29,0.9804907
14523.27,0.9804635
14533.24,0.9804355
14543.2,0.9804065
14553.16,0.9803767
14563.12,0.980346
14573.07,0.9803145
14583.01,0.9802821
14592.95,0.9802487
14602.88,0.9802146
14612.81,0.9801795
14622.74,0.9801436
14633.24,0.9801046
14643.15,0.9800669
14653.06,0.9800283
14662.96,0.9799888
14672.86,0.9799485
14682.75,0.9799073
14693.22,0.9798628
14703.1,0.9798198
14712.98,0.979776
14722.85,0.9797313
14732.72,0.9796857
14743.16,0.9796365
14753.01,0.9795892
14762.86,0.979541
14772.71,0.9794919
14783.13,0.9794391
14792.96,0.9793882
14802.79,0.9793366
14812.61,0.979284
14823.01,0.9792275
14832.82,0.9791732
14842.63,0.9791181
14853.01,0.9790588
14862.81,0.9790019
14872.6,0.9789442
14882.96,0.9788822
14892.74,0.9788227
14903.09,0.9787589
14912.86,0.9786977
14922.63,0.9786357
14932.96,0.9785691
14942.72,0.9785054
14953.04,0.978437
14962.78,0.9783716
14972.52,0.9783053
14982.83,0.9782342
14992.56,0.9781663
15002.85,0.9780934
15012.57,0.9780237
15022.85,0.9779491
15032.55,0.9778778
15042.82,0.9778013
15052.52,0.9777283
15062.78,0.9776501
15072.46,0.9775755
15082.71,0.9774955
15092.95,0.9774147
15102.62,0.9773375
15112.85,0.9772549
15122.51,0.9771761
15132.72,0.9770918
15142.94,0.9770066
15152.58,0.9769253
15162.78,0.9768384
15172.41,0.9767555
15182.6,0.9766669
15192.78,0.9765774
15202.39,0.9764921
15212.56,0.9764009
15222.73,0.9763089
15232.89,0.976216
15242.48,0.9761275
15252.63,0.9760329
15262.77,0.9759375
15272.9,0.9758413
15282.47,0.9757496
15292.59,0.9756517
15302.71,0.975553
15312.82,0.9754534
15322.37,0.9753587
15332.47,0.9752575
15342.56,0.9751555
15352.65,0.9750527
15362.73,0.9749491
15372.81,0.9748447
15382.32,0.9747453
15392.39,0.9746394
15402.44,0.9745326
15412.5,0.974425
15422.54,0.9743167
15432.58,0.9742075
15442.62,0.9740976
15452.64,0.9739869
15462.66,0.9738754
15472.68,0.9737631
15482.69,0.9736501
15492.69,0.9735363
15502.69,0.9734218
15512.68,0.9733065
15522.67,0.9731905
15532.65,0.9730737
15542.62,0.9729562
15552.58,0.9728379
15562.54,0.9727189
15572.5,0.9725992
15582.45,0.9724788
15592.39,0.9723577
15602.33,0.9722358
15612.25,0.9721133
15622.18,0.97199
15632.65,0.9718591
15642.56,0.9717344
15652.46,0.9716091
15662.36,0.971483
15672.25,0.9713563
15682.14,0.9712289
15692.57,0.9710937
15702.44,0.9709649
15712.31,0.9708355
15722.17,0.9707054
15732.57,0.9705674
15742.42,0.970436
15752.26,0.970304
15762.1,0.9701713
15772.47,0.9700306
15782.3,0.9698967
15792.11,0.9697621
15802.47,0.9696194
15812.27,0.9694836
15822.07,0.9693472
15832.4,0.9692026
15842.19,0.969065
15852.51,0.9689192
15862.28,0.9687804
15872.05,0.9686411
15882.35,0.9684934
15892.1,0.9683529
15902.39,0.968204
15912.13,0.9680624
15922.4,0.9679123
15932.13,0.9677696
15942.39,0.9676184
15952.11,0.9674746
15962.35,0.9673223
15972.05,0.9671775
15982.29,0.9670241
15991.98,0.9668782
16002.2,0.9667238
16012.41,0.9667196
16022.08,0.9672148
16032.28,0.9672108
16042.47,0.9672066
16052.12,0.9672015
16062.29,0.9671971
16071.93,0.9671917
16082.09,0.9671871
16092.25,0.9671823
16102.4,0.9671774
16112.01,0.9671716
16122.15,0.9671664
16132.28,0.9671611
16142.4,0.9671557
16151.98,0.9671493
16162.09,0.9671436
16172.19,0.9671378
16182.28,0.9671318
16192.37,0.9671257
16201.92,0.9671187
16211.99,0.9671123
16222.06,0.9671058
16232.12,0.9670991
16242.17,0.9670923
16252.21,0.9675854
16262.25,0.9675783
16272.28,0.967571
16282.3,0.9675637
16292.32,0.9675562
16301.8,0.9675478
16311.8,0.96754
16321.8,0.967532
16331.79,0.967524
16342.29,0.9675164
16352.27,0.9675081
16362.23,0.9674996
16372.19,0.9674909
16382.14,0.9674821
16392.08,0.9674731
16402.02,0.967464
16411.95,0.9674548
16421.87,0.9674454
16431.79,0.9674359
16442.22,0.9674269
16452.12,0.967417
16462.01,0.9674071
16471.9,0.9673969
16481.78,0.9678867
16492.17,0.9678769
16502.03,0.9678663
16511.89,0.9678556
16521.74,0.9678448
16532.09,0.9678343
16541.93,0.9678232
16551.76,0.9678119
16562.09,0.967801
16571.9,0.9677894
16581.71,0.9677777
16592.02,0.9677663
16601.81,0.9677543
16612.11,0.9677426
16621.88,0.9677303
16631.65,0.9677178
16641.92,0.9677056
16651.68,0.9676928
16661.94,0.9676804
16671.14,0.9676668
16682.06,0.9676547
16692.98,0.9676424
16701.16,0.9676275
16712.08,0.9681149
16723,0.9681021
16731.19,0.9680868
16742.11,0.9680737
16753.02,0.9680604
16761.21,0.9680448
16772.13,0.9680312
16783.04,0.9680175
16791.23,0.9680015
16802.15,0.9679874
16813.06,0.9679732
16821.25,0.9679568
16832.16,0.9679423
16843.08,0.9679275
16851.26,0.9679108
16862.17,0.9678958
16873.09,0.9678805
16881.27,0.9678634
16892.19,0.9678479
16900.37,0.9678306
16911.28,0.9678147
16922.19,0.9677987
16930.38,0.967781
16941.29,0.9682647
16952.2,0.9682482
16960.38,0.9682301
16971.29,0.9682133
16982.2,0.9681963
16990.39,0.9681778
17001.3,0.9681605
17012.2,0.9681431
17020.39,0.9681242
17031.29,0.9681064
17042.2,0.9680885
17050.38,0.9680693
17061.29,0.968051
17072.2,0.9680325
17080.38,0.968013
17091.29,0.9679942
17102.19,0.9679753
17110.37,0.9679553
17121.28,0.9679361
17132.18,0.9679167
17140.36,0.9678964
17151.27,0.9678767
17162.17,0.9678567
17170.35,0.9678361
17181.25,0.9678159
17192.16,0.9677955
17200.33,0.9677745
17211.24,0.9677538
17222.14,0.9677329
17230.32,0.9677115
17241.22,0.9676903
17252.12,0.967669
17260.3,0.9676473
17271.2,0.9676256
17282.1,0.9676038
17290.27,0.9675817
17301.18,0.9675596
17312.08,0.9675373
17320.25,0.9675148
17331.15,0.9674923
17342.05,0.9674695
17350.22,0.9674467
17361.12,0.9674237
17372.02,0.9674004
17380.19,0.9673773
17391.09,0.9673538
17401.99,0.9673301
17410.16,0.9673066
17421.06,0.9672826
17431.95,0.9672585
17440.12,0.9672347
17451.02,0.9672102
17461.92,0.9671857
17470.09,0.9671615
17480.98,0.9671366
17491.88,0.9671116
17500.05,0.9670871
17510.94,0.9670618
17521.83,0.9670363
17532.73,0.9670107
17540.9,0.9669857
17551.79,0.9669598
17562.68,0.9669338
17570.85,0.9669085
17581.74,0.9668822
17592.63,0.9668557
17600.8,0.9668301
17611.69,0.9668033
17622.58,0.9667764
17630.75,0.9667505
17641.64,0.9667234
17652.53,0.9666961
17660.69,0.9666699
17671.58,0.9666423
17682.47,0.9666146
17690.64,0.9665881
17701.52,0.9665601
17712.41,0.966532
17720.58,0.9665052
17731.46,0.9664768
17742.35,0.9664483
17750.52,0.9664212
17761.4,0.9663925
17772.29,0.9663636
17780.45,0.9663362
17791.34,0.9663071
17802.22,0.9662778
17810.38,0.9662502
17821.27,0.9662207
17832.15,0.9661911
17840.31,0.9661632
17851.2,0.9661333
17862.08,0.9661034
17870.24,0.9660752
17881.12,0.966045
17892,0.9660147
17900.17,0.9659863
17911.05,0.9659558
17921.93,0.9659251
17930.09,0.9658965
17940.97,0.9658656
17951.85,0.9658346
17960.01,0.9658058
17970.89,0.9657746
17981.77,0.9657433
17989.92,0.9657142
18000.8,0.9656827
18011.68,0.9656512
18019.84,0.9656219
18030.72,0.9655901
18041.59,0.9655582
18049.75,0.9655287
18060.63,0.9654967
18071.5,0.9654645
18082.38,0.9654323
18090.53,0.9654025
18101.41,0.9653701
18112.28,0.9653376
18120.44,0.9653077
18131.31,0.965275
18142.19,0.9652423
18150.34,0.9652122
18161.21,0.9651793
18172.09,0.9651464
18180.24,0.9651161
18191.11,0.965083
18201.99,0.9650498
18210.14,0.9650194
18221.01,0.9649861
18231.88,0.9649527
18240.03,0.9649222
18250.9,0.9648887
18261.77,0.9648551
18269.92,0.9648245
18280.79,0.9647908
18291.66,0.9647571
18299.81,0.9647263
18310.68,0.9646925
18321.55,0.9646587
18329.7,0.9646278
18340.57,0.9645938
18351.43,0.9645598
18359.58,0.9645289
18370.45,0.9644948
18381.32,0.9644607
18392.18,0.9644266
18400.33,0.9643955
18411.2,0.9643613
18422.06,0.9643271
18430.21,0.964296
18441.07,0.9642617
18451.93,0.9642274
18460.08,0.9641963
18470.94,0.9641619
18481.81,0.9641276
18489.95,0.9640965
18500.82,0.9640621
18511.68,0.9640277
18519.82,0.9639966
18530.68,0.9639622
18541.54,0.9639278
18549.69,0.9638966
18560.55,0.9638622
18571.41,0.9638279
18579.55,0.9637968
18590.41,0.9637624
18601.27,0.963728
18612.13,0.9636937
18620.27,0.9636627
18631.13,0.9636284
18641.99,0.9635941
18650.13,0.9635632
18660.99,0.9635289
18671.84,0.9634947
18679.98,0.9634639
18690.84,0.9634297
18701.69,0.9633957
18709.84,0.9633649
18720.69,0.9633309
18731.54,0.963297
18739.68,0.9632663
18750.54,0.9632325
18761.39,0.9631987
18769.53,0.9631682
18780.38,0.9631345
18791.24,0.9631009
18799.37,0.9630706
18810.23,0.9630371
18821.08,0.9630037
18831.93,0.9629704
18840.06,0.9629404
18850.92,0.9629072
18861.76,0.9628741
18869.9,0.9628443
18880.75,0.9628114
18891.6,0.9627786
18899.74,0.962749
18910.58,0.9627163
18921.43,0.9626838
18929.57,0.9626545
18940.41,0.9626222
18951.26,0.96259
18959.4,0.9625609
18970.24,0.962529
18981.09,0.9624972
18989.22,0.9624684
19000.07,0.9624368
19010.91,0.9624054
19021.76,0.9623741
19029.89,0.9623458
19040.73,0.9623148
19051.58,0.9622839
19059.71,0.9622559
19070.55,0.9622254
19081.39,0.9621949
19089.52,0.9621674
19100.37,0.9621373
19111.21,0.9621074
19119.34,0.9620802
19130.18,0.9620506
19141.02,0.9620212
19149.15,0.9619945
19159.99,0.9619654
19170.83,0.9619366
19181.67,0.961908
19189.79,0.9618819
19200.63,0.9618536
19211.47,0.9618256
19219.6,0.9618
19230.43,0.9617724
19241.27,0.961745
19249.4,0.9617199
19260.23,0.9616929
19271.07,0.9616662
19279.2,0.9616417
19290.03,0.9616154
19300.87,0.9615894
19311.7,0.9615637
19319.83,0.9615399
19330.66,0.9615146
19341.49,0.9614897
19349.62,0.9614665
19360.45,0.961442
19371.28,0.9614179
19379.41,0.9613953
19390.24,0.9613717
19401.07,0.9613484
19409.19,0.9613265
19420.02,0.9613037
19430.85,0.9612813
19438.98,0.9612601
19449.81,0.9612382
19460.63,0.9612167
19471.46,0.9611955
19479.58,0.9611754
19490.41,0.9611548
19501.24,0.9611345
19509.36,0.9611152
19520.19,0.9610956
19531.01,0.9610763
19539.13,0.9610578
19549.96,0.9610392
19560.79,0.9610211
19568.9,0.9610034
19579.73,0.9609859
19590.55,0.9609688
19601.38,0.9609522
19609.5,0.9609356
19620.32,0.9609197
19631.14,0.9609042
19639.26,0.9608886
19650.08,0.9608739
19660.9,0.9608596
19669.02,0.9608449
19679.84,0.9608314
19690.66,0.9608184
19701.48,0.9608058
19709.6,0.9607925
19720.42,0.9607808
19731.24,0.9607695
19739.35,0.9607572
19750.17,0.9607468
19760.99,0.9607369
19769.1,0.9607258
19779.92,0.9607167
19790.74,0.9607082
19798.85,0.9606982
19809.67,0.9606906
19820.48,0.9606836
19831.3,0.960677
19839.41,0.9606686
19850.23,0.960663
19861.04,0.9606581
19869.15,0.9606508
19879.97,0.9606468
19890.78,0.9606434
19898.89,0.9606374
19909.7,0.960635
19920.52,0.9606332
19931.33,0.960632
19939.44,0.9606277
19950.25,0.9606276
19961.06,0.9606281
19969.17,0.9606252
19979.98,0.9606268
19990.79,0.9606291
19998.9,0.9606275
