nm,T
1506,0.8753196
1507,0.8751935
1508,0.874983
1509,0.8752655
1510,0.8751779
1511,0.8748598
1512,0.8750774
1513,0.8752634
1514,0.8752482
1515,0.8752699
1516,0.8752917
1517,0.8753286
1518,0.8753357
1519,0.8752271
1520,0.8751446
1521,0.8751914
1522,0.8751475
1523,0.8753631
1524,0.8752733
1525,0.8749843
1526,0.875231
1527,0.8752163
1528,0.8752352
1529,0.8751373
1530,0.8754302
1531,0.875297
1532,0.8754898
1533,0.8753685
1534,0.8753607
1535,0.8751886
1536,0.8752879
1537,0.8751312
1538,0.8753392
1539,0.8752383
1540,0.8754544
1541,0.8756791
1542,0.8753052
1543,0.8752436
1544,0.8754452
1545,0.8756136
1546,0.8755636
1547,0.8754667
1548,0.8752031
1549,0.8753794
1550,0.8752366
1551,0.8751846
1552,0.8750172
1553,0.8751508
1554,0.8752875
1555,0.8752729
1556,0.8752432
1557,0.8752186
1558,0.8751584
1559,0.8750731
1560,0.8750876
1561,0.8750934
1562,0.8752081
1563,0.8752334
1564,0.8751587
1565,0.8751326
1566,0.8752957
1567,0.8753644
1568,0.8751242
1569,0.8752091
1570,0.8751604
1571,0.8752043
1572,0.8751538
1573,0.8751823
1574,0.8751895
1575,0.8751349
1576,0.8752707
1577,0.8751331
1578,0.8752143
1579,0.8750456
1580,0.8752907
1581,0.87517
1582,0.8752303
1583,0.8750999
1584,0.8751909
1585,0.875257
1586,0.875388
1587,0.8752913
1588,0.8753277
1589,0.8751313
1590,0.8751458
1591,0.8752248
1592,0.8752115
1593,0.8753211
1594,0.8754157
1595,0.8752553
1596,0.8750173
1597,0.8750328
1598,0.8750818
1599,0.8750581
1600,0.8752302
1601,0.875418
1602,0.8754866
1603,0.875436
1604,0.8753642
1605,0.8751932
1606,0.8751514
1607,0.8752317
1608,0.8751801
1609,0.8751363
1610,0.8751454
1611,0.8752075
1612,0.8751875
1613,0.8751239
1614,0.8752722
1615,0.8753715
1616,0.875373
1617,0.8753724
1618,0.8754415
1619,0.8753519
1620,0.8753164
1621,0.8753226
1622,0.8753408
1623,0.8753138
1624,0.8753759
1625,0.8753329
1626,0.8752635
1627,0.8753758
1628,0.8754012
1629,0.8753795
1630,0.8753505
1631,0.8754371
1632,0.87538
1633,0.8753576
1634,0.8753494
1635,0.8754726
1636,0.8754833
1637,0.875556
1638,0.8756121
1639,0.8756318
1640,0.8755175
1641,0.8754267
1642,0.8754318
1643,0.8753702
1644,0.8754082
1645,0.8754761
1646,0.8755357
1647,0.8754305
1648,0.8753313
1649,0.8754036
1650,0.8753893
1651,0.875356
1652,0.8753424
1653,0.8753814
1654,0.8754057
1655,0.8755366
1656,0.8754733
1657,0.8754204
1658,0.8754752
1659,0.875589
1660,0.8757158
1661,0.8757237
1662,0.8756641
1663,0.8755769
1664,0.8755183
1665,0.8754893
1666,0.875488
1667,0.8756163
1668,0.8757244
1669,0.8755673
1670,0.8755837
1671,0.8756203
1672,0.8756428
1673,0.875675
1674,0.8755962
1675,0.8756404
1676,0.8756547
1677,0.875537
1678,0.8755283
1679,0.8756397
1680,0.8757343
1681,0.8756972
1682,0.875628
1683,0.875629
1684,0.8757618
1685,0.8757165
1686,0.8756467
1687,0.8756201
1688,0.8757654
1689,0.8758276
1690,0.8758298
1691,0.8757222
1692,0.8757828
1693,0.8757708
1694,0.8758768
1695,0.8756542
1696,0.8754859
1697,0.8755931
1698,0.8755657
1699,0.8757631
1700,0.8758504
1701,0.875817
1702,0.875744
1703,0.8757186
1704,0.8755786
1705,0.8757555
1706,0.8757392
1707,0.8758489
1708,0.8756338
1709,0.8754843
1710,0.8756336
1711,0.8756499
1712,0.8758331
1713,0.875727
1714,0.875733
1715,0.8756957
1716,0.8757203
1717,0.8756881
1718,0.8757958
1719,0.8756891
1720,0.8755916
1721,0.8756827
1722,0.8757197
1723,0.8758673
1724,0.8757383
1725,0.8759903
1726,0.8758165
1727,0.8759752
1728,0.8758771
1729,0.8758003
1730,0.8758205
1731,0.8759247
1732,0.8758762
1733,0.87592
1734,0.8759188
1735,0.8758153
1736,0.8756304
1737,0.8757238
1738,0.8758333
1739,0.8758794
1740,0.8756954
1741,0.8758955
1742,0.8758461
1743,0.8759576
1744,0.8756893
1745,0.8758704
1746,0.8758008
1747,0.8759561
1748,0.8760221
1749,0.8760297
1750,0.8760163
1751,0.8760566
1752,0.8761239
1753,0.8758934
1754,0.8759149
1755,0.8759348
1756,0.8760973
1757,0.8759084
1758,0.8758343
1759,0.8756067
1760,0.8757173
1761,0.8757274
1762,0.8757191
1763,0.875852
1764,0.8758279
1765,0.8759291
1766,0.876073
1767,0.8759753
1768,0.8758449
1769,0.8757389
1770,0.875971
1771,0.875976
1772,0.8762699
1773,0.8760392
1774,0.8761812
1775,0.8761962
1776,0.8761385
1777,0.8759594
1778,0.8758891
1779,0.8761131
1780,0.8764641
1781,0.8766642
1782,0.8761994
1783,0.8758146
1784,0.8759692
1785,0.8761075
1786,0.8760835
1787,0.8764171
1788,0.8763632
1789,0.8764572
1790,0.8764224
1791,0.8763737
1792,0.8763105
1793,0.8766216
1794,0.8763903
1795,0.8762284
1796,0.87629
1797,0.8762216
1798,0.8763045
1799,0.8761887
1800,0.8765286
1801,0.8764441
1802,0.8765897
1803,0.8763925
1804,0.8764014
1805,0.8763426
1806,0.8767231
1807,0.876393
1808,0.8764876
1809,0.8762254
1810,0.8763172
1811,0.8763955
1812,0.8765405
1813,0.8763725
1814,0.8763848
1815,0.8765135
1816,0.8763966
1817,0.8766538
1818,0.8760024
1819,0.8762688
1820,0.8764726
1821,0.8768199
1822,0.8763895
1823,0.8767455
1824,0.8760445
1825,0.8764431
1826,0.8764337
1827,0.8763693
1828,0.87644
1829,0.8766885
1830,0.8767418
1831,0.8770921
1832,0.8766658
1833,0.8761801
1834,0.8759958
1835,0.8764873
1836,0.8763271
1837,0.8758024
1838,0.8762135
1839,0.8766359
1840,0.8769581
1841,0.876986
1842,0.877188
1843,0.8760139
1844,0.8760656
1845,0.8761923
1846,0.8757522
1847,0.8767153
1848,0.876827
1849,0.876147
1850,0.8767882
1851,0.8764076
1852,0.8765436
1853,0.876712
1854,0.8765593
1855,0.8764771
1856,0.8762712
1857,0.8764434
1858,0.876654
1859,0.8766057
